"No.","Time","Source","Destination","Protocol","Length","Info"
"1565","25.584377","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","277","Protected Payload (KP0)"
"1566","25.584377","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","85","Protected Payload (KP0)"
"1567","25.585197","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","99","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"1568","25.588212","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","95","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"1569","25.591038","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","88","Protected Payload (KP0)"
"1570","25.657050","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","586","Protected Payload (KP0)"
"1571","25.657587","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","99","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"1572","25.657958","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","85","Protected Payload (KP0)"
"1573","25.660930","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","107","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"1574","25.662075","192.168.1.17","192.168.1.254","DNS","84","Standard query 0x084f AAAA www.googleadservices.com"
"1575","25.662390","192.168.1.17","192.168.1.254","DNS","84","Standard query 0x6057 A www.googleadservices.com"
"1576","25.662636","192.168.1.17","192.168.1.254","DNS","84","Standard query 0x03e1 HTTPS www.googleadservices.com"
"1577","25.664098","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","88","Protected Payload (KP0)"
"1578","25.667068","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","88","Protected Payload (KP0)"
"1579","25.669830","192.168.1.254","192.168.1.17","DNS","100","Standard query response 0x6057 A www.googleadservices.com A 172.217.160.162"
"1580","25.673087","192.168.1.254","192.168.1.17","DNS","109","Standard query response 0x03e1 HTTPS www.googleadservices.com HTTPS"
"1581","25.702245","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","377","Application Data"
"1582","25.702245","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","377","Application Data"
"1583","25.702313","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53913  >  443 [ACK] Seq=1420 Ack=5016 Win=65536 Len=0"
"1584","25.702541","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","377","Application Data"
"1585","25.702541","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","377","Application Data"
"1586","25.702614","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53912  >  443 [ACK] Seq=680 Ack=5016 Win=65536 Len=0"
"1587","25.704523","192.168.1.254","192.168.1.17","DNS","191","Standard query response 0x084f AAAA www.googleadservices.com AAAA 64:ff9b::8efa:c382 NS ns3.google.com NS ns4.google.com NS ns1.google.com NS ns2.google.com"
"1588","25.705726","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","QUIC","1292","Initial, DCID=7de5212d22d5262d, PKN: 1, CRYPTO, PADDING, PING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, PING, PADDING, PING, PING, CRYPTO, PADDING, PING, PADDING, CRYPTO, CRYPTO"
"1589","25.727732","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Initial, SCID=fde5212d22d5262d, PKN: 1, ACK, CRYPTO, PADDING"
"1590","25.728842","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","TCP","86","53914  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"1591","25.732862","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","QUIC","1292","Initial, DCID=fde5212d22d5262d, PKN: 2, ACK, PADDING"
"1592","25.746961","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","74","443  >  53913 [ACK] Seq=5016 Ack=1420 Win=31872 Len=0"
"1593","25.748466","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","QUIC","99","Handshake, DCID=fde5212d22d5262d"
"1594","25.761067","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Handshake, SCID=fde5212d22d5262d"
"1595","25.761067","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Handshake, SCID=fde5212d22d5262d"
"1596","25.761067","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1267","Handshake, SCID=fde5212d22d5262d"
"1597","25.761067","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","130","Protected Payload (KP0)"
"1598","25.761067","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","86","443  >  53914 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1599","25.761339","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","TCP","74","53914  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"1600","25.761964","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","QUIC","101","Handshake, DCID=fde5212d22d5262d"
"1601","25.763151","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","TLSv1.3","591","Client Hello (SNI=www.googleadservices.com)"
"1602","25.763403","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","QUIC","102","Handshake, DCID=fde5212d22d5262d"
"1603","25.766132","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","QUIC","145","Handshake, DCID=fde5212d22d5262d"
"1604","25.766518","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","QUIC","130","Protected Payload (KP0), DCID=fde5212d22d5262d"
"1605","25.767211","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","QUIC","658","Protected Payload (KP0), DCID=fde5212d22d5262d"
"1606","25.771755","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Handshake, SCID=fde5212d22d5262d"
"1607","25.771755","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","174","Protected Payload (KP0)"
"1608","25.772340","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","QUIC","220","Protected Payload (KP0), DCID=fde5212d22d5262d"
"1609","25.772580","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","QUIC","749","Protected Payload (KP0), DCID=fde5212d22d5262d"
"1610","25.788192","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1022","Protected Payload (KP0)"
"1611","25.788192","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","183","Protected Payload (KP0)"
"1612","25.788192","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","89","Protected Payload (KP0)"
"1613","25.788876","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","QUIC","96","Protected Payload (KP0), DCID=fde5212d22d5262d"
"1614","25.789109","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","QUIC","95","Protected Payload (KP0), DCID=fde5212d22d5262d"
"1615","25.789343","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","QUIC","95","Protected Payload (KP0), DCID=fde5212d22d5262d"
"1616","25.790758","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","87","Protected Payload (KP0)"
"1617","25.792613","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","74","443  >  53914 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"1618","25.794191","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","89","Protected Payload (KP0)"
"1619","25.826755","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1486","Server Hello, Change Cipher Spec"
"1620","25.826755","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53914 [PSH, ACK] Seq=1413 Ack=518 Win=66816 Len=1412 [TCP segment of a reassembled PDU]"
"1621","25.826755","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53914 [ACK] Seq=2825 Ack=518 Win=66816 Len=1412 [TCP segment of a reassembled PDU]"
"1622","25.826755","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","129","Application Data"
"1623","25.826951","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","TCP","74","53914  >  443 [ACK] Seq=518 Ack=4292 Win=66304 Len=0"
"1624","25.832304","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","TLSv1.3","148","Change Cipher Spec, Application Data"
"1625","25.862081","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1050","Application Data, Application Data"
"1626","25.870454","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","492","Protected Payload (KP0)"
"1627","25.870890","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","QUIC","97","Protected Payload (KP0), DCID=fde5212d22d5262d"
"1628","25.872473","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","84","Protected Payload (KP0)"
"1629","25.903771","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","TCP","74","53914  >  443 [ACK] Seq=592 Ack=5268 Win=65280 Len=0"
"1630","25.903804","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::8efa:c382","QUIC","94","Protected Payload (KP0), DCID=fde5212d22d5262d"
"1631","25.919074","64:ff9b::8efa:c382","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","86","Protected Payload (KP0)"
"1632","26.101683","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1486","Application Data"
"1633","26.101683","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53913 [PSH, ACK] Seq=6428 Ack=1420 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1634","26.101683","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53913 [ACK] Seq=7840 Ack=1420 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1635","26.101683","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53913 [PSH, ACK] Seq=9252 Ack=1420 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1636","26.101824","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53913  >  443 [ACK] Seq=1420 Ack=10664 Win=66304 Len=0"
"1637","26.116435","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53913 [ACK] Seq=10664 Ack=1420 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1638","26.116435","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53913 [PSH, ACK] Seq=12076 Ack=1420 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1639","26.116555","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53913  >  443 [ACK] Seq=1420 Ack=13488 Win=66304 Len=0"
"1640","26.128577","192.168.1.17","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1641","26.130255","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1486","Application Data"
"1642","26.130255","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53913 [PSH, ACK] Seq=14900 Ack=1420 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1643","26.130350","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53913  >  443 [ACK] Seq=1420 Ack=16312 Win=66304 Len=0"
"1644","26.131399","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","340","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"1645","26.136419","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","93","Protected Payload (KP0)"
"1646","26.136422","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TLSv1.3","782","Application Data"
"1647","26.137849","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","86","53915  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"1648","26.138155","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","86","53916  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"1649","26.139079","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","86","53917  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"1650","26.139212","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","95","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"1651","26.139746","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","86","53918  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"1652","26.144515","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53913 [ACK] Seq=16312 Ack=1420 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1653","26.144515","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53913 [PSH, ACK] Seq=17724 Ack=1420 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1654","26.144595","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53913  >  443 [ACK] Seq=1420 Ack=19136 Win=66304 Len=0"
"1655","26.158951","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53913 [ACK] Seq=19136 Ack=1420 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1656","26.158951","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1486","Application Data"
"1657","26.159032","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53913  >  443 [ACK] Seq=1420 Ack=21960 Win=66304 Len=0"
"1658","26.173562","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53913 [ACK] Seq=21960 Ack=1420 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1659","26.173562","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53913 [PSH, ACK] Seq=23372 Ack=1420 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1660","26.173646","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53913  >  443 [ACK] Seq=1420 Ack=24784 Win=66304 Len=0"
"1661","26.187260","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1202","Application Data, Application Data"
"1662","26.188361","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TLSv1.3","776","Application Data"
"1663","26.211379","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","301","Protected Payload (KP0)"
"1664","26.211379","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","85","Protected Payload (KP0)"
"1665","26.211941","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","99","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"1666","26.213160","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","95","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"1667","26.217812","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","88","Protected Payload (KP0)"
"1668","26.261235","192.168.1.17","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1669","26.345975","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","86","443  >  53916 [SYN, ACK] Seq=0 Ack=1 Win=32120 Len=0 MSS=1412 SACK_PERM WS=128"
"1670","26.345975","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","86","443  >  53917 [SYN, ACK] Seq=0 Ack=1 Win=32120 Len=0 MSS=1412 SACK_PERM WS=128"
"1671","26.346294","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53916  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"1672","26.346458","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53917  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"1673","26.347597","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TLSv1.3","928","Client Hello (SNI=ringzer0ctf.com)"
"1674","26.347606","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","86","443  >  53918 [SYN, ACK] Seq=0 Ack=1 Win=32120 Len=0 MSS=1412 SACK_PERM WS=128"
"1675","26.347789","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53918  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"1676","26.348541","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","86","443  >  53915 [SYN, ACK] Seq=0 Ack=1 Win=32120 Len=0 MSS=1412 SACK_PERM WS=128"
"1677","26.348817","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"1678","26.349229","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TLSv1.3","960","Client Hello (SNI=ringzer0ctf.com)"
"1679","26.351398","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TLSv1.3","641","Client Hello (SNI=ringzer0ctf.com)"
"1680","26.352408","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TLSv1.3","609","Client Hello (SNI=ringzer0ctf.com)"
"1681","26.354763","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1486","Application Data"
"1682","26.354763","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53912 [PSH, ACK] Seq=6428 Ack=1388 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1683","26.354763","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53912 [ACK] Seq=7840 Ack=1388 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1684","26.354763","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53912 [PSH, ACK] Seq=9252 Ack=1388 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1685","26.354925","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53912  >  443 [ACK] Seq=1388 Ack=10664 Win=66304 Len=0"
"1686","26.367693","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53912 [ACK] Seq=10664 Ack=1388 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1687","26.367693","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53912 [PSH, ACK] Seq=12076 Ack=1388 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1688","26.367815","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53912  >  443 [ACK] Seq=1388 Ack=13488 Win=66304 Len=0"
"1689","26.382355","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1486","Application Data"
"1690","26.382355","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53912 [PSH, ACK] Seq=14900 Ack=1388 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1691","26.382493","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53912  >  443 [ACK] Seq=1388 Ack=16312 Win=66304 Len=0"
"1692","26.394823","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","74","443  >  53913 [ACK] Seq=25912 Ack=2122 Win=31872 Len=0"
"1693","26.398922","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53912 [ACK] Seq=16312 Ack=1388 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1694","26.398922","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53912 [PSH, ACK] Seq=17724 Ack=1388 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1695","26.398922","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53913 [ACK] Seq=25912 Ack=2122 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1696","26.398922","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","307","Application Data"
"1697","26.399032","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53912  >  443 [ACK] Seq=1388 Ack=19136 Win=66304 Len=0"
"1698","26.399116","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53913  >  443 [ACK] Seq=2122 Ack=27557 Win=66304 Len=0"
"1699","26.401366","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TLSv1.3","775","Application Data"
"1700","26.411910","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53912 [ACK] Seq=19136 Ack=1388 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1701","26.411910","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1486","Application Data"
"1702","26.412032","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53912  >  443 [ACK] Seq=1388 Ack=21960 Win=66304 Len=0"
"1703","26.426982","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53912 [ACK] Seq=21960 Ack=1388 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1704","26.426982","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1388","Application Data, Application Data"
"1705","26.427067","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53912  >  443 [ACK] Seq=1388 Ack=24686 Win=66304 Len=0"
"1706","26.428351","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TLSv1.3","801","Application Data"
"1707","26.552148","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","74","443  >  53917 [ACK] Seq=1 Ack=855 Win=31872 Len=0"
"1708","26.552493","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","334","Server Hello, Change Cipher Spec, Application Data, Application Data"
"1709","26.553513","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TLSv1.3","154","Change Cipher Spec, Application Data"
"1710","26.553875","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TLSv1.3","772","Application Data"
"1711","26.556468","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","74","443  >  53918 [ACK] Seq=1 Ack=568 Win=31872 Len=0"
"1712","26.558110","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","74","443  >  53916 [ACK] Seq=1 Ack=887 Win=31872 Len=0"
"1713","26.558377","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","334","Server Hello, Change Cipher Spec, Application Data, Application Data"
"1714","26.559105","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TLSv1.3","154","Change Cipher Spec, Application Data"
"1715","26.559464","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TLSv1.3","767","Application Data"
"1716","26.559922","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1486","Server Hello, Change Cipher Spec, Application Data"
"1717","26.559922","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53918 [PSH, ACK] Seq=1413 Ack=568 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"1718","26.559922","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1346","Application Data"
"1719","26.560033","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53918  >  443 [ACK] Seq=568 Ack=4097 Win=66304 Len=0"
